"","subject","question.x","time","n_q","question.y","id"
"75","Bureau of Labor Statistics","Cuts in BLS spending would likely involve net social costs because potential declines in the quality of data, and thus their usefulness to researchers and decision makers, would exceed any budget savings.","Tuesday, April 12th, 2016 11:08 am",2,"By providing important measures of US economic performance <U+2014> including employment, consumer prices, wages, job openings, time allocation in households, and productivity <U+2014> the Bureau of Labor Statistics creates social benefits that exceed its annual cost of roughly $610 million.",44
"76","Bureau of Labor Statistics","Cuts in BLS spending would likely involve net social costs because potential declines in the quality of data, and thus their usefulness to researchers and decision makers, would exceed any budget savings.","Tuesday, April 12th, 2016 11:08 am",2,"Cuts in BLS spending would likely involve net social costs because potential declines in the quality of data, and thus their usefulness to researchers and decision makers, would exceed any budget savings.",45
"77","Trade and Toughness","An important reason why many workers in Michigan and Ohio have lost jobs in recent years is because US presidential administrations over the past 30 years have not been tough enough in trade negotiations.","Tuesday, March 22nd, 2016 10:13 am",1,"An important reason why many workers in Michigan and Ohio have lost jobs in recent years is because US presidential administrations over the past 30 years have not been tough enough in trade negotiations.",46
"78","Primary Voting","There is no perfectvoting system. That is, no voting system can ensure that the winner will be theperson who best represents voters¡¯ wishes, including how intensely they favoror disfavor each candidate.","Monday, March 7th, 2016 2:47 pm",1,"There is no perfectvoting system. That is, no voting system can ensure that the winner will be theperson who best represents voters¡¯ wishes, including how intensely they favoror disfavor each candidate.",47
"79","Primary Voting","There is no perfectvoting system. That is, no voting system can ensure that the winner will be theperson who best represents voters¡¯ wishes, including how intensely they favoror disfavor each candidate.","Monday, March 7th, 2016 2:47 pm",1,"One clear defect of a winner-take-all election with 3 or morecandidates, and with each voter choosing only one candidate, is that acandidate who is strongly disliked by a majority, but strongly liked by aminority, can beat a candidate who is liked by a majority and disliked byrelatively few.",48
"80","Primary Voting","One clear defect of a winner-take-all election with 3 or morecandidates, and with each voter choosing only one candidate, is that acandidate who is strongly disliked by a majority, but strongly liked by aminority, can beat a candidate who is liked by a majority and disliked byrelatively few.","Monday, March 7th, 2016 2:47 pm",2,"There is no perfectvoting system. That is, no voting system can ensure that the winner will be theperson who best represents voters¡¯ wishes, including how intensely they favoror disfavor each candidate.",47
"81","Primary Voting","One clear defect of a winner-take-all election with 3 or morecandidates, and with each voter choosing only one candidate, is that acandidate who is strongly disliked by a majority, but strongly liked by aminority, can beat a candidate who is liked by a majority and disliked byrelatively few.","Monday, March 7th, 2016 2:47 pm",2,"One clear defect of a winner-take-all election with 3 or morecandidates, and with each voter choosing only one candidate, is that acandidate who is strongly disliked by a majority, but strongly liked by aminority, can beat a candidate who is liked by a majority and disliked byrelatively few.",48
"82","Oil Price Speculation","Large movements inmonthly oil prices, either up or down, are driven primarily by speculators, asopposed to changes in the current (and planned) supply or demand for oil.","Tuesday, February 16th, 2016 1:54 pm",1,"Large movements inmonthly oil prices, either up or down, are driven primarily by speculators, asopposed to changes in the current (and planned) supply or demand for oil.",49
"83","Brexit","If the UK opts to withdraw from the European Union, and assuming Scotland stays in the UK, the level of the UK's real per-capita income a decade later will be lower than if it remains part of the EU.","Tuesday, February 2nd, 2016 11:25 am",1,"If the UK opts to withdraw from the European Union, and assuming Scotland stays in the UK, the level of the UK's real per-capita income a decade later will be lower than if it remains part of the EU.",50
"84","Brexit","If the UK opts to withdraw from the European Union, and assuming Scotland stays in the UK, the level of the UK's real per-capita income a decade later will be lower than if it remains part of the EU.","Tuesday, February 2nd, 2016 11:25 am",1,"If the UK exits the EU, then it substantially increases the chances that some other current region of the EU will also exit within the following decade.",51
"85","Brexit","If the UK exits the EU, then it substantially increases the chances that some other current region of the EU will also exit within the following decade.","Tuesday, February 2nd, 2016 11:25 am",2,"If the UK opts to withdraw from the European Union, and assuming Scotland stays in the UK, the level of the UK's real per-capita income a decade later will be lower than if it remains part of the EU.",50
"86","Brexit","If the UK exits the EU, then it substantially increases the chances that some other current region of the EU will also exit within the following decade.","Tuesday, February 2nd, 2016 11:25 am",2,"If the UK exits the EU, then it substantially increases the chances that some other current region of the EU will also exit within the following decade.",51
"87","China¡¯s Growth","China¡¯s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable.","Tuesday, January 19th, 2016 11:09 am",1,"China¡¯s growth model, specifically the unusually high investment rate and low consumption rate, is unsustainable.",52
"88","Christmas Spending","An annual December spending surge on parties, gift-giving and personal travel delivers net social benefits.","Tuesday, December 22nd, 2015 8:45 am",1,"An annual December spending surge on parties, gift-giving and personal travel delivers net social benefits.",53
"89","US Interest Rates","The Fed should raise its target interest rate when it meets in mid-December.","Tuesday, December 8th, 2015 9:51 am",1,"The Fed should raise its target interest rate when it meets in mid-December.",54
"90","US Interest Rates","The Fed should raise its target interest rate when it meets in mid-December.","Tuesday, December 8th, 2015 9:51 am",1,"The Fed should have raised interest rates sooner, rather than leaving them near zero for this long.",55
"91","US Interest Rates","The Fed should have raised interest rates sooner, rather than leaving them near zero for this long.","Tuesday, December 8th, 2015 9:51 am",2,"The Fed should raise its target interest rate when it meets in mid-December.",54
"92","US Interest Rates","The Fed should have raised interest rates sooner, rather than leaving them near zero for this long.","Tuesday, December 8th, 2015 9:51 am",2,"The Fed should have raised interest rates sooner, rather than leaving them near zero for this long.",55
